B365H,B365D,B365A,FTHG,FTAG
2.2,3.25,2.75,2,0
1.667,3.4,4.333,1,1
1.615,3.5,4.5,1,0
1.833,3.25,3.75,5,2
2.5,3,2.625,3,3
3.5,3.5,1.833,1,1
1.5,3.75,5.5,3,0
2.375,3.2,2.625,1,0
2.4,3.2,2.25,1,2
3.5,3.25,1.909,3,1
2.4,3.4,2.4,4,0
1.5,3.6,5.5,2,1
2.25,3.2,2.75,0,1
1.571,3.25,5.5,1,1
1.4,3.75,7,1,2
3.75,3.4,1.8,0,4
1.143,6,13,2,1
3.2,3.2,2,0,3
1.667,3.4,4.333,5,3
1.727,3.4,4,4,0
2.1,3.2,3,1,3
1.615,3.5,4.5,4,0
2.6,3.4,2.25,0,1
3.2,3.5,1.909,2,0
2.4,3.1,2.6,1,1
1.167,5.5,11,5,0
2,3.2,3.2,1,2
2.25,3.25,2.7,2,2
1.727,3.4,4,1,1
2.2,3.4,2.875,1,0
1.2,5,11,3,0
2.375,3.4,2.5,1,1
3.2,3.2,2,1,0
1.143,6,13,1,1
2.75,3.25,2.2,1,1
3.5,3.5,1.833,0,3
2.6,3.4,2.25,4,2
1.72,3.4,4,1,1
1.61,3.5,4.5,7,0
1.61,3.5,4.5,0,0
5,3.75,1.53,0,3
2,3.4,3,2,0
1.11,6.5,15,2,0
2,3.2,3.2,2,2
2,3.2,3.2,1,0
4.5,3.5,1.61,0,0
1.61,3.5,4.5,2,2
2.4,3.25,2.5,1,0
2.1,3.2,3,1,2
1.8,3.3,3.75,3,0
1.2,5,11,1,2
2,3.2,3.2,2,2
6.5,4,1.4,0,5
2.3,3.1,2.7,1,0
5,3.6,1.53,0,5
1.22,4.5,11,2,0
2,3.2,3.2,1,0
2.1,3.2,3,1,1
1.22,4.5,11,3,2
1.8,3.25,4,2,0
4,3.4,1.72,1,4
1.72,3.4,4,2,0
2,3.2,3.2,3,3
3.2,3.2,2,2,4
2.1,3.2,3,4,1
1.5,3.6,5.5,7,1
2.5,3.25,2.37,2,2
1.83,3.2,3.75,5,3
2.37,3.25,2.5,2,0
1.66,3.3,4.5,3,0
1.66,3.6,4,2,1
3.4,3.25,1.9,2,5
7.5,5,1.36,1,5
1.45,4.33,7,0,1
2.55,3.1,2.87,3,3
1.61,4,5,3,1
2.1,3.2,3.6,2,0
2.2,3.3,3.3,2,0
3.75,3.3,2,1,1
2.15,3.2,3.5,1,1
1.4,4.5,8,0,1
2.2,3,3.6,2,1
1.14,7.5,17,2,0
7.5,4.33,1.4,0,5
2.05,3.3,3.6,0,1
2.7,3,2.75,1,0
3.6,3.2,2.1,0,2
2.87,3.1,2.55,0,0
2.4,3.2,3,1,2
2.45,3,3.1,1,1
1.7,3.6,5,1,0
2.2,3,3.6,0,0
1.16,7,15,2,3
6,4.2,1.55,0,4
2.2,3.1,3.5,0,0
1.11,9,17,3,2
2.6,3.3,2.62,1,1
4.2,3.6,1.83,0,2
2,3.1,3.75,1,1
2.4,3.1,3.1,1,2
1.33,4.5,7,2,1
3,3.25,2.1,2,2
2.3,3.1,3.25,0,0
2.5,2.9,2.87,2,1
2.4,3.25,2.9,3,3
5,4,1.5,0,3
3.8,3.3,2,0,1
3.5,3.2,2.1,1,0
2.62,3.1,2.75,1,1
4,3.4,1.9,1,2
1.22,6,12,1,0
3.2,3.3,2.2,0,1
2.6,3.2,2.75,2,1
2.35,3.25,3,2,2
2.8,3.3,2.45,0,1
1.11,8.5,19,2,0
1.44,4.5,7.5,3,1
6.5,4.2,1.5,3,2
2.45,3,3,1,1
1.85,3.1,4.75,2,0
2.1,3.2,3.6,0,0
2.2,3.1,3.5,1,2
3.75,2.8,2.25,1,2
1.4,4.5,8,4,0
1.36,4.75,8,1,0
10,6,1.25,3,0
3.5,3.2,2.15,0,0
2.87,3.2,2.5,2,0
2.15,3.25,3.3,2,1
3.8,3,2.1,0,4
2.5,3.1,2.9,3,1
2.55,3,2.9,2,1
1.2,6.5,13,3,1
1.57,4.2,5.25,2,3
2.1,3.2,3.6,2,0
4.33,3.6,1.8,0,2
6.5,4.25,1.5,0,1
1.25,5.75,11,2,1
2.9,3.4,2.3,2,0
2.1,3.5,3.3,1,0
2.1,3.1,3.75,0,0
1.33,5,9,1,0
9,5.5,1.3,1,2
3.6,3.25,2.1,0,1
1.9,3.5,4,1,0
3.1,3.2,2.45,1,1
5.75,4.2,1.53,2,2
1.18,7,15,4,3
2.75,3.1,2.62,1,3
1.9,3.3,4.2,0,0
6,3.8,1.57,2,1
1.25,5.5,12,2,1
2.4,3.3,2.87,2,1
2.4,3.2,3,0,0
2.37,3.1,3.2,1,0
2.37,3.2,3,0,0
1.3,5.5,8.5,1,0
2.25,3.4,3.1,1,1
7,4.75,1.4,0,2
1.25,6,10,2,0
2.8,3.2,2.5,0,4
1.5,4,6,3,0
2.45,3,3.1,0,1
2,3.4,3.6,2,0
2.75,3.25,2.55,1,1
7,4.33,1.45,1,2
1.85,3.4,4.33,1,3
5,3.6,1.7,1,4
1.2,6.5,12,2,1
2.5,3.1,2.7,1,0
4.2,4,1.65,2,3
2,3.6,3.5,2,0
3,3,2.5,1,0
2.6,3,2.9,0,0
6.5,4.5,1.45,1,1
2.3,2.87,3.5,2,0
1.2,6,13,3,0
2.15,3.1,3.75,0,0
2.15,3.25,3.4,2,0
1.33,5.25,8.5,2,1
7.5,4.5,1.4,0,2
1.11,9,19,2,0
2.1,3,4,3,0
8,5.25,1.33,1,4
3.6,3.2,2.15,2,2
2.37,3,3.2,1,1
2.5,2.9,3,3,1
3.1,3,2.4,0,2
1.5,4.1,6.5,1,1
2.15,3.4,3.25,1,1
4.33,3.5,1.83,2,0
3.1,3.3,2.3,3,1
2.37,3.1,3.1,0,1
2.25,3.2,3.2,1,2
2.2,3.1,3.5,0,1
2.37,3.25,2.9,1,0
1.6,3.8,4.75,3,1
2.87,3,2.62,0,3
2.7,3.2,2.62,2,2
3.4,3.1,2.2,0,1
2.2,3,3.6,2,0
1.9,3.1,4.5,1,2
1.16,7,15,1,1
8,4.33,1.4,0,1
1.4,4.5,7.5,1,0
7,4,1.5,0,2
1.9,3.2,4.33,0,0
2,3.3,3.75,0,2
11,5,1.28,2,1
1.16,7.5,13,5,0
2.2,3.2,3.5,2,1
5.5,3.75,1.61,1,1
1.4,4.2,9,3,1
2.2,3.2,3.4,0,0
3,3.2,2.4,1,0
2.15,3.4,3.25,3,0
15,7,1.16,0,2
1.16,7.5,13,4,0
2.3,3.2,3.2,3,1
2.37,3.3,2.9,0,1
1.6,3.6,6,1,1
1.95,3.3,4,2,1
2.7,3.4,2.5,1,2
2.5,3,3,0,0
1.75,3.4,5.25,5,1
1.9,3.25,4.33,0,2
2.1,3.1,3.8,1,1
1.95,3.1,4.33,2,3
2.05,3.2,3.75,0,0
4.5,3.5,1.8,1,3
4.75,3.5,1.75,1,1
1.72,3.5,5,1,1
2.2,3.25,3.25,1,0
2.5,3,3,0,1
2.45,3.1,3,2,3
2.05,3.2,3.75,0,1
1.36,4.75,8.5,2,3
2.15,3,3.7,0,0
2.3,3,3.4,0,0
1.16,7,15,3,0
6,3.75,1.6,0,4
1.85,3.5,4.2,1,1
5,3.5,1.75,1,0
2.05,3.3,3.6,4,2
1.12,8,21,2,0
1.53,4,6,5,1
2,3.3,3.75,1,3
1.65,4,5,2,4
2.2,3.25,3.3,2,0
7,4.5,1.4,2,3
5,3.6,1.7,1,1
1.85,3.4,4.33,2,1
3.5,3.1,2.2,0,2
9,5,1.33,1,2
2.25,3.1,3.4,0,0
2.87,3.1,2.55,0,0
3.4,3.4,2.1,1,3
1.14,7.5,17,2,0
1.33,4.75,10,2,2
1.5,4.5,5.75,1,2
2.05,3.25,3.75,0,0
2.4,3.2,3,2,1
1.12,8,21,1,0
1.8,3.5,4.5,3,1
1.53,4.2,6,1,0
2.1,3.25,3.6,1,0
3.4,3.3,2.15,0,1
6.5,4,1.5,0,1
6,3.75,1.55,0,1
2.4,3.25,2.9,0,1
2.8,3.1,2.6,0,0
2.1,3.2,3.6,3,2
2.5,3,3,1,1
2.3,3,3.4,0,0
2.15,3.1,3.6,1,1
10,5.25,1.28,0,1
1.22,6,12,3,0
1.72,3.75,4.75,3,1
1.44,4.33,7,2,0
1.66,4,4.75,1,1
10,4.75,1.3,1,1
1.45,4.2,7.5,5,0
1.16,7.5,13,4,0
1.75,3.5,4.75,2,1
4,3.5,1.9,1,2
4,3.3,1.95,2,0
2,3.2,4,1,1
1.33,5,9,2,0
3.6,3.3,2.05,1,1
1.95,3.2,4.33,2,0
4.5,4,1.7,1,0
1.1,9,21,1,0
1.5,4.33,6.5,2,2
2.5,3.1,2.9,1,0
2.05,3.2,3.75,1,1
2.45,2.9,3.2,1,0
2.75,3,2.75,1,2
1.57,3.75,6,1,0
6.5,4.5,1.44,1,2
1.8,3.3,5,3,3
2.45,3.2,2.9,1,1
2,3.4,3.75,1,0
1.36,4.75,8,2,0
2.25,3.4,3.1,0,2
7,4.33,1.44,0,1
2.05,3.1,4,1,2
1.95,3.3,4,3,2
1.16,7.5,13,4,0
2,3.5,3.6,2,1
2,3.3,3.75,0,1
4.33,3.5,1.83,1,1
4,3.4,1.9,3,1
1.57,3.75,6,2,0
1.16,7.5,13,2,0
7,3.6,1.55,1,4
2.5,3.2,2.9,2,2
1.95,3.5,3.8,2,3
6.5,4.75,1.45,1,0
1.5,4,7,2,0
2,3.1,4.2,2,3
1.33,5,9,1,0
10,5.25,1.28,1,1
1.65,4,4.75,1,0
2.9,3.2,2.45,1,1
2.87,3.1,2.55,1,0
1.2,7,12,4,0
2,3.3,3.8,1,0
2,3.3,3.8,2,1
3.6,3.4,2.05,2,2
1.4,4.5,8,0,1
3.8,3.5,1.95,0,4
1.18,7,13,3,0
2.75,3.2,2.6,0,1
2.1,3.2,3.6,1,1
6.5,4.5,1.45,1,7
4.5,4.2,1.66,0,1
2.15,3.2,3.5,1,0
1.55,4,6,0,1
2.25,3.3,3.1,1,1
3.4,3.4,2.1,1,2
1.8,3.6,4.33,3,0
1.08,11,21,2,1
2.87,3.2,2.5,0,1
10,5.25,1.28,2,4
2.1,3.25,3.6,0,0
2.3,3.4,3,0,1
9,6.5,1.25,1,3
1.75,3.4,5,2,0
4.75,3.6,1.72,0,0
1.25,5.5,12,2,1
1.6,3.8,5.75,1,2
3.75,3.4,2,0,2
2.87,3.2,2.5,3,0
1.33,5,8.5,1,0
2.15,3.25,3.4,1,1
2.25,3.2,3.3,0,1
2.5,3,3,0,0
1.66,3.8,5,1,1
1.75,3.75,4.5,2,0
2.5,3.2,2.87,2,1
1.65,3.75,5.5,0,1
2.05,3.2,3.8,0,3
10,4.75,1.33,0,2
2.45,3.2,2.9,0,1
1.61,3.75,5.75,1,2
1.36,4.75,8.5,1,0
1.25,5.25,13,2,1
6,3.8,1.57,1,2
1.1,9,23,3,2
1.95,3.3,4,2,2
1.95,3.4,3.8,0,1
10,4.75,1.33,0,4
2.1,3.2,3.6,2,1
1.8,3.5,4.5,1,5
2,3.3,3.8,1,2
1.75,3.6,4.75,1,0
4.5,3.5,1.8,2,0
2.45,2.87,3.25,0,1
2.5,3.1,2.9,0,2
3,3.5,2.25,0,7
1.33,5,9,2,2
2.45,3.25,2.87,3,2
2.05,3.2,3.8,1,1
2.25,3.1,3.4,0,0
1.44,4.33,7,2,1
3.2,3.25,2.25,0,4
2.62,3,2.87,1,2
2,3.3,3.75,1,1
2.1,3.1,3.8,1,0
1.61,3.8,5.5,0,1
2.4,3.3,2.87,1,1
1.8,3.4,5,1,2
2.3,3.1,3.2,3,0
3.8,3.4,1.95,1,2
1.53,3.75,7,1,1
7,4.5,1.44,0,2
4,3.3,1.95,1,2
2.25,3.1,3.4,1,0
2.45,3.1,3,2,1
3.1,3.1,2.4,2,1
1.55,3.8,6.5,2,0
1.3,5,10,3,1
1.18,6.5,15,1,0
7,4.33,1.44,0,1
1.8,3.3,4.75,0,0
1.44,4.2,7.5,0,0
2.2,3,3.6,0,1
2.7,3,2.8,1,3
5,3.75,1.66,1,2
1.36,4.75,8,2,0
8,4,1.44,0,2
1.14,8.5,13,1,1
2.87,3.4,2.37,3,1
1.33,5,9,3,1
2.55,3,3,1,1
8.5,4.75,1.33,1,1
1.3,5.25,9.5,1,1
2.87,3.3,2.4,0,0
2.2,3.1,3.5,2,0
2.05,3.2,3.75,1,1
1.25,5.75,11,2,0
5,3.8,1.65,1,2
2.45,3.3,2.8,1,0
7,4.75,1.4,2,1
2.15,3.1,3.6,1,1
1.16,7,15,0,0
2.37,3.6,2.75,2,2
5.5,4,1.57,3,2
2.8,3.3,2.45,0,2
2.4,3.1,3.1,0,1
1.6,4,5.75,2,3
2.8,3.2,2.55,1,3
2.9,3,2.6,2,2
9,4.5,1.36,2,2
1.16,7,15,1,0
4.75,3.75,1.7,1,1
1.75,3.6,4.5,2,0
2.9,3.4,2.35,0,1
1.33,5,9,1,0
1.4,4.2,8.5,0,1
2.5,2.9,3.1,2,1
2.4,3.1,3.1,1,1
15,7,1.18,0,0
2.2,3.2,3.4,2,1
5.5,4,1.57,1,2
2.05,3.2,4,3,1
1.4,4.5,8.5,2,0
1.53,4,6.5,1,1
3.75,3.3,2,0,0
1.57,3.6,6.5,3,0
2.1,3.2,3.6,3,2
4.2,3.3,1.9,1,2
1.28,5,12,3,4
1.28,5.25,10,4,0
2.5,3.1,3,1,3
2.8,3.4,2.4,1,1
1.95,3.6,3.6,3,2
5.5,3.75,1.61,1,3
2.5,3,3,1,0
4.33,3.4,1.85,0,1
7,4.33,1.44,2,0
9,4.1,1.4,0,1
2.05,3.5,3.4,0,1
1.4,4.33,8,2,0
3.1,3.3,2.25,4,3
2.55,3.1,2.9,1,1
1.5,3.8,7.5,2,1
2.3,3.1,3.25,0,1
3.75,3.1,2.1,2,3
3.6,3.2,2.1,0,1
1.28,5,11,3,1
1.16,7.5,13,4,0
4,3.2,2,1,0
3.6,3.1,2.15,0,1
1.22,6.5,11,5,0
4.33,3.5,1.83,0,0
2.6,3,2.87,0,1
4,3.4,1.9,1,0
1.85,3.5,4.2,2,1
10,4.33,1.36,1,3
5.5,3.75,1.61,1,1
1.61,3.6,6,1,2
1.61,3.6,5.75,1,0
4,3.6,1.85,1,5
2.37,3.1,3.1,0,1
3.8,3.2,2.05,0,0
3.3,3.3,2.2,1,2
1.66,3.8,4.5,3,0
1.61,3.9,5.25,2,1
1.61,4,5,2,0
2.5,3.1,2.9,3,2
2.37,3.2,2.8,1,1
1.25,5.5,9,1,1
1.7,3.6,5,2,0
1.53,4,6,2,2
1.53,4,6,2,2
2.37,3.1,3.1,1,0
1.61,4,5,1,0
2.8,3.1,2.62,2,1
5.5,4,1.57,1,0
1.36,4.75,8,6,1
1.4,4.5,7.5,0,0
9,6.5,1.25,0,4
3.3,3.4,2.15,2,2
2.45,3.25,2.87,3,3
5,3.6,1.7,0,2
3.8,3.6,1.9,3,3
1.9,3.4,4.1,2,1
2.75,3.75,2.3,2,1
3.25,2.7,2.6,1,2
1.14,6.5,23,2,0
1.66,3.6,5.25,2,0
1.25,5.75,11,3,2
1.14,7,21,5,0
2.25,3.1,3.4,2,0
2.25,3.1,3.4,0,1
3,3,2.5,2,0
1.75,3.4,5,1,0
7.5,4.2,1.44,1,3
1.33,5,8.5,4,2
2.14,3.1,3.6,0,2
2.14,3,3.8,2,2
7,4,1.5,0,2
2.14,3.1,3.6,2,0
1.25,5.5,12,2,1
12,4.33,1.33,2,3
2.37,3,3.2,1,2
2.04,3.2,3.75,3,1
5.5,3.75,1.61,3,3
1.64,3.6,5.5,0,1
2,3.3,3.75,2,1
2,3.2,4,1,1
2.1,3.2,3.6,2,2
1.14,7.5,17,2,3
2.4,3,3.2,1,1
2,3.2,4,1,2
1.3,5.25,9.5,3,1
2.2,3,3.6,1,1
2.14,3.1,3.6,1,1
5,3.75,1.66,0,1
1.61,3.6,6,1,0
2.4,3.1,3.1,0,0
2.37,3,3.1,4,2
1.3,5.25,9.5,1,0
2.4,3,3.2,0,1
8.5,4.75,1.36,0,4
1.14,7.5,21,3,0
2.04,3.3,3.6,2,1
2.2,3.1,3.5,1,2
1.95,3.3,4,0,0
2.5,3.1,2.9,1,3
12,5,1.28,0,2
1.16,7,15,2,0
1.95,3.2,4.2,0,0
2.45,3.1,3,3,2
2.2,3.1,3.5,2,0
2.5,3.2,2.87,1,0
10,4.75,1.33,2,2
1.14,7.5,17,1,0
2.25,3.1,3.4,1,0
1.9,3.25,4.2,2,1
1.33,5,9,2,0
4.75,3.6,1.72,0,3
2,3.2,4,1,1
2.04,3.2,3.75,0,3
2.62,3.2,2.7,3,0
2.4,3,3.2,0,0
2.25,3.1,3.4,1,0
1.9,3.6,3.8,1,1
2.25,3.2,3.25,1,3
2.04,3.2,3.75,3,0
1.4,4.5,7.5,1,1
2.45,3.1,3,1,0
2,3.4,3.75,1,0
4.75,3.6,1.72,4,2
3.25,3.4,2.14,1,1
2.62,3.4,2.6,0,1
2.1,3.3,3.5,1,2
7.5,5,1.36,2,0
1.95,3.5,3.75,1,0
2.3,3.3,3.1,1,0
1.14,7.5,17,2,0
1.3,5.25,9.5,3,0
2.3,3.1,3.2,1,2
1.14,7.5,17,1,3
2.8,3.1,2.6,0,0
9.5,4.75,1.33,0,2
2,3.3,3.8,1,1
2.3,3,3.5,2,4
6,4,1.55,1,2
1.4,4.75,7.5,2,1
2,3.2,4.2,1,2
1.64,3.8,5,3,3
2.37,3.4,2.9,2,0
1.83,3.4,4.5,2,1
2.75,3.4,2.45,2,1
2.25,3.2,3.25,0,0
2.4,3.3,2.87,1,0
1.4,4.5,7.5,1,0
1.57,3.6,6.5,2,0
1.33,5,10,2,1
7.5,4.5,1.4,1,3
2.14,3.1,3.6,2,3
1.16,7.5,13,4,0
2.37,3.1,3.1,0,1
1.36,4.75,8,2,0
2,3.3,3.8,2,3
11,4.5,1.33,0,1
3.1,3.1,2.4,0,1
1.83,3.6,4,3,2
4.5,3.5,1.8,1,3
1.14,7.5,17,4,1
2.1,3.2,3.6,1,0
7.5,4.2,1.44,0,1
5,3.75,1.66,0,1
2,3.5,3.6,3,2
1.95,3.2,4.2,0,1
2.37,3.1,3.1,0,0
1.25,5.25,13,4,1
2.4,3.1,3.1,1,1
2.1,3.4,3.4,3,1
1.3,5.5,9,4,0
3.1,3.25,2.3,1,1
2.25,3.4,3.1,2,0
2.14,3.4,3.25,1,2
10,5.25,1.28,1,2
8.5,4.33,1.4,0,1
1.83,3.5,4.33,2,2
1.16,7.5,13,5,2
2,3.25,3.9,5,2
2.87,3.3,2.4,0,1
2.14,3.1,3.6,2,1
1.95,3.3,4,0,2
2.4,3.2,3,2,1
1.61,3.8,5.5,6,2
3.6,3.75,1.9,1,0
2.04,3.4,3.6,2,0
1.18,7,13,2,1
2.5,3.1,2.9,1,0
3.1,3.25,2.3,1,0
6,4,1.53,2,0
2,3.4,3.75,1,2
2.1,3.4,3.4,1,2
1.28,5.25,10,2,0
9.5,5.25,1.3,0,1
2.04,3.2,3.75,0,0
1.28,5.25,10,2,1
2.62,3.1,2.75,2,1
2.87,3.2,2.55,1,0
1.22,6,12,4,2
2.3,3.1,3.2,2,2
2,3.2,4,0,0
1.22,5.5,15,1,0
1.95,3.3,4,1,0
1.14,7.5,17,3,1
6,3.8,1.57,2,1
4,3.6,1.83,1,1
1.83,3.4,4.5,1,1
1.85,3.4,4.33,1,0
8,4.75,1.36,0,2
2.05,3,4.2,0,1
3.3,3.2,2.25,0,0
2.15,3,3.8,2,1
2.3,3.1,3.25,0,1
1.95,3.3,4,1,1
9,4.5,1.36,1,4
4.5,3.5,1.8,0,1
4.75,3.75,1.72,0,3
2.1,3.1,3.75,2,2
2.37,3.1,3.1,0,1
1.4,4.5,8,2,1
2.4,3.3,2.87,2,1
2.4,3,3.2,0,2
1.66,3.75,5,0,0
4,3.2,2.05,1,2
2.45,3.1,3,0,2
1.95,3.3,4,2,1
1.95,3.2,4.2,0,2
1.16,7,15,5,1
1.75,3.8,4.33,0,1
1.25,5.5,12,1,0
1.16,7.5,13,3,0
5.25,4,1.61,1,1
2,3.4,3.75,2,2
5.25,3.6,1.66,0,2
1.95,3.1,4.33,2,0
2.2,3.1,3.5,1,0
6,3.75,1.57,0,0
2.37,3.2,3,0,0
2.55,3.2,2.8,2,1
3.1,3.1,2.37,2,4
2.5,3.1,2.9,0,1
7.5,4,1.5,1,1
2.3,3.1,3.3,0,1
2.1,3.3,3.5,0,1
3.2,3.1,2.3,1,0
1.14,7.5,17,10,0
2.15,3,3.8,1,0
8.5,3.8,1.44,1,3
1.33,4.75,11,2,1
2.1,3.2,3.6,0,0
1.8,3.5,4.5,1,2
1.72,3.6,4.75,2,0
2.05,3.25,3.75,4,0
1.14,7.5,17,2,0
2.05,3.2,3.75,0,1
2.1,3.2,3.6,1,1
1.85,3.4,4.33,2,0
2.37,3.3,2.9,3,0
7,4.75,1.4,0,3
1.33,4.75,9,0,2
7.5,3.75,1.5,0,3
3.8,3.2,2,1,3
1.9,3.4,4,1,1
3.6,3,2.2,1,1
2.2,3.1,3.5,1,0
2.15,3.4,3.25,2,0
1.14,7.5,17,4,0
4.33,3.6,1.8,0,0
2.05,3.1,4,2,0
1.83,3.2,4.75,1,1
2.62,3.1,2.75,3,2
2.25,3.2,3.3,1,2
1.72,3.5,5,4,0
2.1,3.1,3.8,0,0
4,3.4,1.9,1,2
1.36,5,7.5,3,1
1.8,3.25,4.75,1,0
2.3,3.1,3.25,1,1
6.5,3.6,1.6,1,2
2.6,3,2.9,3,2
1.61,3.6,5.75,1,0
13,6.5,1.2,1,2
1.83,3.75,4,5,1
2.55,3.1,2.87,0,0
2,3.2,4,0,0
1.18,7,13,2,2
1.25,5.25,13,1,0
2.37,3.2,3,2,2
1.61,3.6,6,3,1
1.16,7,15,3,0
4.75,3.4,1.8,0,1
2.05,3.25,3.75,0,1
7,4,1.5,0,4
2.7,3.1,2.75,0,1
1.85,3.5,4.2,1,1
2,3.4,3.75,0,2
1.14,7.5,17,1,0
4.5,3.4,1.83,1,3
3.1,3.25,2.3,1,0
4,3.4,1.9,2,3
2.5,3.2,2.87,2,0
1.95,3.3,4,3,2
2.15,3.25,3.4,0,2
2.5,3.2,2.8,0,1
1.14,8,15,2,0
2.1,3.1,3.8,1,1
1.61,3.6,6,4,0
3.6,3.3,2.05,1,0
2.87,3.1,2.55,0,0
15,6,1.2,1,4
2.1,3.25,3.6,1,0
1.33,5,8.5,3,0
2.55,3.25,2.75,3,2
2.05,3.2,4,2,2
5,3.8,1.66,1,3
7.5,4,1.45,0,3
2.7,3.2,2.62,1,1
1.2,7,11,4,2
1.9,3.25,4.33,1,0
1.7,3.6,5,2,0
2.87,3.25,2.45,2,1
1.33,4.75,9.5,3,0
1.8,3.4,4.75,0,2
5.5,4.2,1.55,0,1
2.3,3,3.4,1,1
2.15,3.1,3.6,1,0
2.15,3.2,3.5,1,3
7.5,4.33,1.4,0,2
1.9,3.25,4.33,0,1
1.12,8,19,1,0
1.16,7,15,6,0
9.5,5.25,1.28,2,2
1.85,3.3,4.5,3,0
1.36,4.75,8,1,0
2.2,3.2,3.3,0,0
1.4,5,6.5,2,0
2.3,3.2,3.2,3,1
1.8,3.4,4.75,4,1
2.2,3.25,3.25,2,0
5.25,3.75,1.65,1,4
2.25,3.5,3,1,2
1.12,8.5,17,5,1
5,3.8,1.66,4,4
4.33,3.75,1.75,1,0
1.16,7.5,13,4,0
7,4.75,1.4,1,8
1.5,4,7,2,2
1.72,3.6,4.75,1,3
2.3,3,3.4,0,3
2.2,3.2,3.4,0,1
4.5,3.75,1.75,4,2
1.8,3.6,4.5,3,2
1.45,4.5,6.5,4,4
1.3,5.5,8.5,1,1
1.7,3.6,5,1,2
1.45,4.75,6,5,1
13,7.5,1.16,0,4
12,7,1.18,2,3
1.95,3.5,3.75,3,0
1.3,5.5,8.5,2,0
1.08,11,21,4,1
2.7,3.2,2.7,2,1
2.4,3,3.2,0,1
1.44,4.75,6.5,2,1
2.4,3.3,2.87,1,3
2.6,3,2.9,1,3
2.1,3.4,3.4,5,2
9,4.2,1.4,0,2
2.5,3,3,1,1
2.2,3.2,3.4,1,1
2.4,2.9,3.25,2,1
1.91,3.4,4,1,0
2,3.2,4,1,0
1.36,4.75,8.5,3,1
1.18,6.5,15,4,0
1.65,3.6,5.5,3,2
1.2,6.5,13,1,0
2.4,3,3.2,1,0
3,3,2.5,1,2
2.4,3,3.2,0,0
1.91,3.3,4.2,2,2
1.53,4,6,2,1
11,5,1.29,0,1
7,4.75,1.4,0,1
3.2,3.2,2.3,3,0
1.7,3.6,5,2,0
1.2,6.25,15,5,0
4.75,3.6,1.75,0,5
2.25,3.25,3.2,2,3
3.1,3.25,2.3,0,2
2.15,3.1,3.6,1,0
1.14,7.5,17,3,0
2.6,3,2.9,1,1
2.5,3.1,2.9,2,1
2.4,3,3.2,1,1
1.91,3.3,4.2,0,2
2.1,3,4,0,3
2.6,2.88,3,0,0
6.5,4,1.53,1,1
2.25,3,3.5,1,0
8.5,4.2,1.4,0,1
1.14,8,15,2,1
2.2,2.9,3.75,1,2
1.14,7.5,17,2,1
9.5,4.5,1.36,2,3
2.88,3,2.63,1,0
1.14,7.5,19,3,0
2.4,3.1,3.1,2,2
1.95,3.1,4.33,0,2
1.95,3.4,3.8,1,0
3.1,3,2.45,2,0
2.15,3.2,3.5,2,1
2.3,3,3.4,1,0
7.5,4.5,1.4,2,1
2.1,3.2,3.6,2,1
1.14,7.5,17,2,0
2.3,3.1,3.3,2,1
9,4.5,1.36,1,2
1.95,3.2,4.2,2,1
2.15,3,3.8,3,0
2.15,3.1,3.6,2,1
1.14,8,15,5,2
1.17,7.5,15,2,0
2.05,3.2,3.8,0,2
8,4.5,1.4,1,1
2.8,3,2.7,0,0
2.38,3,3.25,1,4
2,3.1,4.2,2,1
3.2,3.2,2.25,1,2
2.15,3,3.75,1,1
1.75,3.4,5,1,1
2,3.1,4.2,1,0
2.05,3.1,4,3,2
2.15,3.1,3.6,2,2
1.91,3.25,4.33,2,1
2.38,3.1,3.1,1,0
8,4,1.45,1,1
1.57,3.8,6,6,0
2.45,3.2,2.9,0,0
2.2,3,3.6,0,3
2.89,3,2.6,1,0
1.12,8.5,23,6,1
2.37,3,3.25,3,1
8,4.75,1.36,1,3
1.19,6.5,13,5,1
2.45,3,3.1,2,0
1.83,3.39,4.5,3,3
3.75,3.2,2.04,0,1
1.14,8.5,13,1,0
7.5,3.6,1.53,0,1
2.1,3,4,3,0
9,4.5,1.36,0,3
1.95,3.2,4.2,2,0
2.45,3,3.1,1,3
2.04,3.1,4,1,0
1.53,4,6,1,0
2.14,3.1,3.6,5,2
2.1,3.2,3.6,0,1
3.6,3.1,2.14,0,2
2.39,3.1,3.1,1,1
1.1,9,21,2,0
2.37,3,3.25,3,2
2.04,3.1,4,4,2
2.39,3,3.2,0,1
6.5,3.6,1.57,1,3
1.44,4.2,7.5,2,2
2.25,3.1,3.39,0,1
11,5,1.3,1,1
2.04,3.25,3.75,1,0
1.9,3.5,3.89,2,0
1.18,7,13,6,0
2,3.2,4,0,0
8,4.75,1.36,1,2
2,3.39,3.75,0,1
1.44,4.2,7.5,3,1
1.75,3.5,4.75,0,0
1.18,7,14,1,0
2.04,3,4.09,0,0
2.5,3,3,1,1
2.89,3.25,2.39,1,3
2.45,3.1,3,0,1
3.1,3.1,2.39,1,2
1.44,4.2,7.5,3,0
2.45,3.1,3,0,0
1.64,3.5,5.75,2,1
1.95,3.29,4,0,1
1.12,8,21,3,1
7,4.33,1.44,1,3
1.95,3.2,4.2,1,1
2.04,3.39,3.5,0,1
15,6.5,1.18,0,5
1.61,3.6,6,1,0
3.29,3.25,2.2,1,0
2.5,3,3,1,2
